device_age_days,utility_sms_count,battery_deaths_weekly,saved_contacts_ratio,financial_apps_count,average_monthly_balance,lifetime_emi_bounces,loan_default_status
308,0,2,0.5523,5,2975.47,1,0
557,30,3,0.3807,2,17008.49,0,0
243,30,1,0.0741,5,15895.24,2,0
258,23,3,0.2237,4,3492.11,2,1
302,0,0,0.6762,3,5381.72,2,0
868,0,2,0.5375,3,79693.74,1,0
528,25,2,0.0885,3,59135.12,2,0
163,24,1,0.266,5,4200.85,2,1
341,0,2,0.3542,3,716.29,1,0
230,0,0,0.2694,2,47998.11,0,0
196,27,0,0.5659,3,103172.84,0,0
425,18,1,0.153,4,53552.9,0,0
365,36,0,0.266,5,5294.29,2,0
130,28,2,0.1829,3,18120.28,0,0
303,0,4,0.2169,7,2671.37,2,0
191,0,2,0.3573,5,29653.06,1,0
406,30,2,0.5478,8,4029.03,1,0
184,25,2,0.2582,2,3780.86,1,1
259,0,1,0.4333,2,7314.16,1,0
200,25,0,0.1037,4,4136.99,0,1
54,0,1,0.0537,3,19571.92,0,0
839,0,1,0.0884,3,2907.71,1,0
300,16,2,0.1301,0,180742.62,0,0
859,0,0,0.2099,3,15687.69,0,0
310,0,0,0.0572,4,5325.18,0,0
481,20,0,0.4578,2,2509.96,3,0
173,15,2,0.2877,3,5582.44,2,0
177,24,2,0.0872,2,6311.57,1,1
287,24,1,0.6903,4,5851.0,2,0
854,0,1,0.4225,3,4472.88,2,0
134,29,0,0.149,1,3018.46,0,0
40,31,0,0.4879,3,24058.86,3,0
603,0,0,0.3101,4,44163.19,0,0
502,35,1,0.0699,4,2879.64,2,0
210,25,2,0.404,3,7636.37,1,0
1078,28,1,0.4943,2,935.38,0,0
1109,22,1,0.0611,2,4209.65,1,0
50,19,0,0.1812,4,86090.61,1,1
169,29,0,0.2071,3,34193.98,1,0
286,0,1,0.407,3,17028.41,0,0
398,22,0,0.0119,5,2023.29,1,0
356,27,0,0.512,1,3511.11,0,0
299,32,1,0.0847,1,4362.76,1,0
116,30,0,0.2022,3,27609.09,2,0
435,0,0,0.564,3,38616.79,0,0
452,0,2,0.3939,6,8188.03,1,0
574,20,1,0.1532,3,24116.02,0,0
101,24,2,0.6531,3,3388.21,1,1
251,0,1,0.6717,4,12050.73,0,0
202,21,2,0.1798,4,28894.78,0,0
99,25,1,0.2355,0,55673.73,1,0
248,31,1,0.4117,0,2042.66,0,0
122,0,1,0.3951,1,46910.09,0,0
84,29,2,0.1957,6,148668.9,1,0
506,18,1,0.1263,2,1501.98,1,0
209,28,0,0.0888,2,1234.9,1,0
162,0,0,0.2374,3,58523.35,1,0
672,19,1,0.1213,5,5303.02,1,0
462,36,1,0.0478,2,6750.26,2,1
35,31,3,0.4774,0,36635.41,0,1
400,20,1,0.0968,1,3053.11,0,1
399,0,1,0.1891,2,12251.41,1,0
240,29,0,0.2055,5,1732.37,1,1
233,0,1,0.3539,2,25400.64,0,1
61,0,1,0.1718,2,25242.41,0,0
1070,30,1,0.4539,4,11083.05,1,0
247,0,0,0.2858,1,9165.21,0,1
385,19,3,0.2578,7,8874.72,0,0
258,28,1,0.4299,2,7351.92,0,0
165,23,3,0.3857,6,8264.28,1,0
534,0,0,0.356,1,25710.87,1,1
333,27,3,0.3318,5,1059.57,0,1
249,32,2,0.6576,3,81607.56,1,1
382,30,0,0.1778,1,11308.25,1,0
278,0,3,0.7408,5,134658.67,1,0
898,0,0,0.0372,1,12204.58,0,0
521,20,0,0.1382,0,9140.89,2,0
428,0,0,0.153,4,19139.8,0,0
70,24,4,0.177,3,2015.14,1,1
438,0,2,0.4297,1,2504.58,0,0
430,0,1,0.578,2,7090.82,0,0
124,32,0,0.6053,4,9876.32,1,0
68,14,1,0.5096,2,31102.37,2,0
507,25,1,0.3874,2,9899.44,2,0
551,38,1,0.2857,1,51511.14,0,0
177,21,3,0.4286,1,363.2,2,1
171,34,0,0.0805,1,78912.23,0,0
329,0,1,0.505,1,5510.13,2,1
208,28,1,0.1771,4,20455.63,0,0
66,25,2,0.1795,1,38037.34,1,0
123,21,2,0.271,1,1858.17,0,1
374,30,2,0.3436,2,51057.94,0,0
129,19,3,0.1061,2,22265.32,0,0
571,26,1,0.6678,2,75818.75,0,0
426,25,1,0.1225,3,9884.42,1,0
385,25,4,0.3907,4,8976.7,2,0
324,26,0,0.2676,5,3701.23,1,0
158,30,1,0.2695,5,3868.28,0,0
468,0,0,0.2175,5,8340.82,1,0
154,26,2,0.2849,5,18154.2,1,1
593,0,0,0.0876,4,22189.86,1,0
806,28,1,0.1277,2,2679.74,0,0
332,36,2,0.1047,1,7975.13,0,0
736,0,1,0.2218,7,11804.34,4,0
124,0,1,0.4585,1,678.7,0,0
429,20,2,0.3392,1,25248.04,1,0
293,19,1,0.404,1,6572.45,1,0
513,20,0,0.4875,7,9113.68,2,0
37,0,1,0.0632,9,51411.76,0,0
492,16,1,0.2766,7,2711.48,1,0
172,21,2,0.155,6,3145.9,0,0
305,30,2,0.1761,6,573.18,1,0
1058,0,2,0.1655,3,8131.4,2,0
439,19,0,0.251,3,32852.89,0,0
399,16,1,0.2407,5,701.89,1,1
376,18,0,0.4221,5,2545.42,0,0
636,23,0,0.3068,2,10707.75,1,0
525,25,1,0.2171,1,5048.63,2,0
379,24,1,0.2045,2,5105.7,0,0
345,0,1,0.3159,7,10559.61,2,0
329,0,0,0.18,2,79550.9,0,0
281,35,1,0.4063,2,9230.39,0,0
100,0,3,0.3786,2,11716.24,2,1
433,25,1,0.5681,2,15656.66,1,1
186,20,1,0.1379,3,848.13,0,0
255,25,2,0.1132,2,12966.43,1,1
550,0,3,0.386,4,1380.86,2,0
286,0,1,0.063,8,9078.47,0,0
269,37,0,0.1588,1,32647.56,0,1
333,20,3,0.4665,2,5325.01,3,1
230,0,2,0.3095,1,31864.23,0,1
1043,25,2,0.0303,5,1105.31,1,0
950,0,1,0.179,1,12236.89,1,0
933,0,1,0.2498,1,12471.06,0,0
377,25,3,0.3002,3,345.2,0,0
177,32,2,0.3267,6,16239.42,1,0
560,34,1,0.4319,5,243.63,1,0
232,22,0,0.189,2,10744.05,0,1
594,16,1,0.2445,2,14940.18,2,0
170,0,2,0.1316,2,5235.75,1,1
397,34,5,0.2246,2,10672.78,0,1
652,0,1,0.4199,3,132183.18,0,0
242,30,1,0.3317,4,4519.41,1,0
242,29,1,0.118,3,2140.97,1,0
75,22,1,0.2608,3,101024.98,1,1
174,0,2,0.2366,4,10973.87,1,0
371,25,1,0.5335,4,34799.62,0,0
413,32,1,0.2325,2,1207.57,0,1
457,20,1,0.5072,5,441.28,0,0
48,18,2,0.1794,2,2979.86,0,1
233,29,0,0.3875,2,6810.3,1,0
85,24,0,0.3477,4,4493.61,2,1
358,30,0,0.0596,4,4483.61,0,0
61,22,2,0.2883,4,887.94,2,1
111,24,2,0.2573,4,10927.43,0,0
519,18,2,0.3113,5,6114.73,0,0
192,30,5,0.307,4,595.86,1,0
740,35,0,0.102,5,5762.27,0,0
465,23,1,0.1493,5,7114.3,0,0
243,26,1,0.4499,1,29756.67,0,0
576,18,3,0.1093,0,4375.49,0,0
260,27,1,0.6843,5,26765.56,1,0
498,30,0,0.33,6,23393.94,2,0
167,30,3,0.4428,1,3100.23,0,1
599,29,1,0.3236,5,18682.28,0,0
68,0,0,0.4261,4,32754.91,1,0
111,0,3,0.2738,3,30840.39,0,0
130,0,1,0.2389,2,12635.01,4,1
182,26,1,0.1304,5,7268.62,0,0
381,17,1,0.5251,2,1600.34,0,1
298,20,0,0.1336,2,34225.45,2,0
502,0,1,0.1523,4,1421.55,0,0
659,24,0,0.4924,5,6736.62,1,0
60,19,2,0.5151,1,30194.85,0,0
713,18,0,0.1103,1,2470.03,0,0
255,0,3,0.1235,4,8108.23,0,0
921,0,2,0.3239,1,1230.33,1,0
161,0,1,0.0835,2,5281.58,0,0
42,28,0,0.4604,4,2461.02,0,0
469,31,0,0.0593,2,3172.03,0,1
449,0,0,0.4843,4,16189.27,0,0
114,21,1,0.3561,3,18019.29,0,1
125,0,0,0.2427,4,4096.16,2,0
529,28,1,0.3477,1,11345.71,0,0
394,0,1,0.1546,1,4704.25,0,0
236,0,4,0.1061,0,5339.4,0,1
424,0,4,0.382,2,2041.82,0,0
367,23,1,0.1922,2,4371.78,0,0
138,9,3,0.2777,2,767.89,2,1
556,19,2,0.1236,5,102379.76,1,0
484,0,0,0.2982,5,34592.94,1,0
303,14,0,0.3974,4,154612.85,2,1
529,24,1,0.2793,4,31816.42,2,0
998,27,0,0.094,4,11851.45,1,0
124,0,0,0.1583,3,593.91,1,0
244,16,0,0.2873,7,28534.32,2,1
254,33,2,0.274,6,41456.12,1,0
521,19,2,0.2919,5,2099.48,1,1
180,34,1,0.2045,5,16102.32,0,0
501,25,0,0.2367,7,9892.96,0,0
199,30,0,0.2318,3,7573.28,0,0
111,0,2,0.4453,2,15941.21,0,0
317,0,0,0.1507,6,14432.25,1,0
195,31,1,0.6087,6,2497.1,1,0
341,0,1,0.2297,4,26380.47,1,0
403,27,0,0.0666,2,1430.55,0,0
65,0,1,0.0393,3,14778.29,1,0
214,0,1,0.6133,4,11729.06,0,0
317,0,2,0.7736,6,3339.35,1,0
531,13,0,0.0583,1,36794.02,2,0
486,21,2,0.0741,4,848.93,1,0
148,28,0,0.3494,2,11362.78,2,1
264,34,1,0.188,1,10393.71,1,1
418,23,0,0.4354,4,54838.97,0,0
250,27,1,0.7098,3,18093.91,2,0
162,22,1,0.5742,2,569.12,0,1
290,19,0,0.4563,3,4692.32,0,1
390,0,2,0.1171,2,56970.73,1,1
136,27,1,0.0695,4,6738.43,0,0
451,21,3,0.2202,4,2141.03,1,1
331,0,1,0.513,6,7628.3,3,0
462,31,0,0.207,4,60696.3,0,1
285,30,1,0.224,0,2928.98,1,1
900,0,3,0.1544,1,2304.39,1,0
385,21,1,0.3645,1,6166.0,2,0
499,0,1,0.338,5,3717.98,0,0
450,0,0,0.4725,3,19627.7,0,0
261,33,1,0.0858,5,5309.72,1,1
360,21,0,0.492,1,12357.88,1,0
184,23,2,0.1877,5,57254.35,1,0
858,20,2,0.4049,5,2597.12,0,0
416,19,1,0.1151,1,28122.11,1,0
153,33,2,0.419,1,24010.13,2,0
732,30,2,0.0783,3,1827.08,0,0
272,0,1,0.2349,2,42282.23,1,0
549,27,3,0.3214,0,1852.01,0,0
63,24,0,0.2087,2,1412.21,2,1
644,14,1,0.0524,2,2955.59,0,0
404,32,1,0.5043,3,3086.6,2,0
143,0,2,0.1437,0,5348.49,1,1
399,23,0,0.3161,3,2143.11,1,0
801,25,1,0.3422,3,16035.47,1,0
189,32,2,0.3505,3,6933.3,0,0
187,22,2,0.3222,1,10104.99,0,0
258,17,2,0.2211,5,18289.1,0,0
315,25,2,0.1443,3,50434.53,0,0
573,22,0,0.5169,2,4814.48,1,0
420,27,1,0.1448,7,3875.79,1,0
258,0,3,0.2169,3,21165.05,3,0
372,0,1,0.202,4,36524.87,1,0
888,21,2,0.2062,3,8915.96,1,0
472,28,0,0.1989,2,8817.76,1,0
280,0,0,0.2283,5,6300.08,4,0
252,0,1,0.0658,2,3866.49,1,0
356,16,2,0.3903,2,5049.21,1,0
569,32,1,0.1942,4,7355.1,1,1
167,24,2,0.2475,2,17929.99,1,0
517,22,0,0.0927,1,22149.35,0,0
275,26,4,0.1221,4,2699.27,1,0
307,24,2,0.2297,2,8744.63,0,0
1358,22,2,0.0361,3,3425.66,2,0
481,0,1,0.4635,2,5953.63,1,0
200,33,1,0.4707,5,9469.45,0,0
403,0,0,0.3094,0,25625.78,3,1
588,0,2,0.4238,4,6849.12,0,0
485,0,2,0.1352,3,13809.7,1,0
34,0,0,0.1331,2,2247.85,0,0
297,22,3,0.0812,2,2075.56,1,1
416,22,2,0.0743,1,5938.45,2,0
392,27,1,0.2377,3,444174.72,0,0
214,32,1,0.17,3,3153.53,1,0
491,30,1,0.194,2,9738.86,2,0
646,0,1,0.2473,1,13223.27,2,0
67,16,1,0.0786,3,8422.98,1,1
61,32,0,0.3593,2,3954.61,0,0
401,18,0,0.1769,4,15787.09,0,1
519,22,0,0.1322,6,2716.02,3,0
189,0,1,0.1755,7,12786.3,0,0
36,31,1,0.3418,5,4026.72,0,1
301,27,0,0.5173,1,26778.22,0,0
396,21,3,0.2812,1,947.64,1,1
242,0,0,0.3027,0,7101.28,2,1
598,30,0,0.0552,4,2117.17,0,0
380,32,2,0.545,2,21850.48,0,0
173,19,1,0.3613,3,22204.65,0,1
188,19,1,0.3367,1,346.6,1,1
306,0,2,0.1576,1,1823.75,0,0
230,21,0,0.1196,4,24783.82,1,1
57,0,0,0.2249,2,6901.0,1,1
357,0,1,0.1226,4,16852.95,0,0
192,0,2,0.2038,7,7935.39,2,0
220,28,1,0.3261,3,9820.33,0,0
123,24,0,0.0358,3,26542.57,2,0
815,0,1,0.2299,3,1939.03,1,0
462,0,0,0.0961,1,4765.74,2,0
948,17,2,0.2574,6,2338.12,2,0
241,24,1,0.0998,2,11227.12,1,0
480,0,2,0.6203,4,1688.05,1,0
361,31,1,0.0106,1,24533.37,1,0
179,0,1,0.3776,5,4265.03,2,0
239,31,1,0.3148,0,14969.8,1,0
461,0,0,0.2279,2,3330.76,0,1
123,22,0,0.2371,3,21361.37,2,0
602,18,1,0.4227,2,33688.45,1,0
340,24,2,0.3487,1,20209.64,1,0
550,32,1,0.0508,3,2810.34,0,0
398,31,2,0.183,2,46705.55,1,1
68,20,1,0.4693,3,18574.14,1,1
298,31,0,0.3147,2,3780.31,1,0
611,28,1,0.1504,4,11323.69,0,0
336,23,1,0.3124,1,51225.36,1,0
303,0,0,0.2567,4,2765.84,0,0
336,0,0,0.0545,4,2673.16,1,0
52,0,1,0.27,2,6941.95,1,0
653,27,2,0.128,5,1508.77,1,0
26,0,3,0.5054,2,9233.06,3,0
744,0,1,0.4804,9,19465.65,0,0
228,26,0,0.153,2,9945.31,1,1
417,0,1,0.3044,1,3392.83,1,1
47,19,1,0.4256,2,24089.23,0,0
515,25,0,0.2899,4,6601.68,0,0
457,0,1,0.4705,4,3139.9,2,0
438,25,2,0.5502,5,11050.91,0,0
44,0,0,0.3478,5,34389.63,2,0
159,31,1,0.1472,3,4042.5,3,0
399,21,0,0.1262,4,55291.19,1,1
641,0,1,0.1377,2,8895.1,2,0
139,0,2,0.0767,2,9441.19,0,1
142,29,0,0.6389,5,9300.15,2,1
381,28,0,0.2728,7,4170.11,0,0
1281,0,0,0.5565,2,1771.29,0,0
181,20,1,0.3014,3,84721.41,1,0
226,29,0,0.1493,2,1966.67,0,0
200,29,1,0.1559,2,36005.05,1,1
276,0,1,0.0253,6,64551.62,1,0
675,0,2,0.396,3,3441.39,1,0
287,38,1,0.4163,1,17025.99,0,0
1360,0,1,0.4698,2,18555.54,0,0
327,0,1,0.314,3,18604.32,0,0
719,0,2,0.1842,2,3800.23,0,0
239,0,1,0.3372,5,5090.16,0,0
100,19,0,0.3453,4,21271.45,1,1
287,0,0,0.11,3,1132.92,2,0
442,26,3,0.219,2,734.0,0,0
160,0,2,0.3361,4,9181.46,2,0
645,29,1,0.6483,7,6939.96,0,0
208,24,0,0.2864,0,9788.01,2,1
123,21,1,0.2366,1,3406.0,0,0
1198,30,4,0.4566,2,20785.13,2,0
153,21,1,0.6772,3,22432.31,0,0
203,0,2,0.4457,2,9862.41,0,0
494,26,2,0.3159,0,1657.57,1,0
233,26,0,0.5204,4,28276.9,0,0
127,0,0,0.4382,6,984.23,0,0
187,22,1,0.1336,2,1782.18,1,1
989,0,1,0.1754,0,20154.29,1,0
453,25,0,0.3031,3,2098.33,1,0
517,18,2,0.1022,3,3348.31,1,0
367,14,0,0.3637,5,9509.66,0,0
413,23,3,0.3731,5,24474.2,0,0
219,23,3,0.3167,2,16268.01,0,0
335,23,1,0.3631,2,39560.08,0,0
40,27,2,0.4549,2,4722.03,0,1
584,30,3,0.2398,2,2864.78,1,0
217,30,1,0.4058,1,1739.7,0,0
108,30,0,0.1475,5,9266.44,1,0
349,25,1,0.3693,0,11261.39,1,0
261,0,0,0.3146,1,152975.39,0,0
570,24,1,0.5008,1,16909.74,1,0
292,25,1,0.2522,4,1036.65,0,0
184,27,1,0.1642,4,32207.54,1,0
297,20,1,0.0923,7,2939.68,2,0
774,34,1,0.2901,2,1677.17,1,0
583,27,0,0.4361,5,28051.11,2,1
452,27,1,0.4795,3,22228.71,1,0
600,0,1,0.0968,5,29965.38,0,0
477,26,1,0.3319,2,3831.23,0,0
143,33,1,0.5822,8,116778.6,2,0
520,21,2,0.2717,4,24328.07,1,0
649,17,0,0.3444,5,2590.81,1,0
673,0,1,0.342,2,116044.08,1,0
117,28,1,0.284,1,16207.8,0,0
203,24,2,0.0296,6,7940.23,2,1
179,26,2,0.5529,2,4144.4,0,0
238,25,0,0.2206,10,171.15,0,0
420,20,1,0.1513,2,20287.35,1,0
343,30,0,0.2417,5,3849.79,0,0
343,0,1,0.1723,1,6108.64,0,1
90,0,2,0.3531,1,7202.77,1,0
197,24,2,0.2862,1,2876.88,1,0
707,0,1,0.4528,4,15078.84,0,0
647,0,1,0.4632,3,2952.5,1,0
288,0,1,0.2395,4,1184.34,1,0
521,19,0,0.1827,2,8762.0,1,0
393,22,0,0.2483,3,4037.02,2,0
560,0,0,0.257,3,772.37,0,0
536,0,1,0.0506,5,1855.04,0,0
306,22,0,0.0457,3,9904.42,1,0
454,30,4,0.2497,0,9583.13,1,0
412,0,1,0.1309,5,43024.37,0,0
312,24,2,0.1332,1,33170.71,1,0
263,0,0,0.6,2,13728.97,0,0
902,30,3,0.0877,4,3475.77,0,0
312,0,1,0.2387,1,4208.35,2,1
499,24,1,0.0874,2,13704.29,2,0
857,0,1,0.5163,3,26689.95,0,0
454,22,2,0.4302,4,15570.46,1,0
440,0,0,0.238,2,4615.53,2,0
313,28,3,0.4307,6,10401.81,0,0
417,24,1,0.1192,2,5952.15,0,0
247,0,1,0.1141,3,641.56,0,0
1473,32,0,0.4341,2,6278.16,1,0
92,35,1,0.1487,0,4949.87,1,1
276,0,1,0.0054,2,21045.06,1,0
459,0,2,0.1052,2,2154.86,0,1
440,25,0,0.092,3,2474.75,0,0
246,0,0,0.5432,5,28813.21,1,0
61,33,3,0.448,1,2684.12,0,0
107,23,1,0.2518,3,3543.59,2,0
360,27,0,0.1833,4,14707.81,1,1
43,34,1,0.1371,4,19072.25,1,1
482,21,1,0.1728,4,43294.93,1,0
684,21,1,0.1817,5,5296.72,2,0
541,42,0,0.1367,6,5669.26,1,0
615,23,0,0.7798,3,6661.7,0,0
45,0,1,0.2299,4,3930.46,1,0
254,24,1,0.2101,5,13640.09,0,0
134,25,1,0.2527,4,5458.9,2,0
73,28,1,0.1403,3,1869.96,1,0
214,25,3,0.3799,4,972.46,0,0
844,35,5,0.1951,4,6966.06,2,1
997,29,0,0.1649,3,17063.16,0,0
150,31,2,0.2982,3,3556.2,1,0
329,0,1,0.059,4,1690.31,0,0
413,21,0,0.3981,1,51089.95,0,1
255,0,1,0.5388,3,5296.27,2,0
716,25,1,0.3866,0,23851.56,1,0
217,26,2,0.1859,1,28656.62,0,0
188,28,0,0.2803,3,49632.02,0,1
157,24,1,0.1904,2,7567.34,0,1
254,26,2,0.1095,5,1457.57,0,0
13,32,2,0.6662,1,816.93,1,1
264,24,2,0.6207,1,5894.53,0,1
344,25,1,0.4312,7,62066.73,0,0
360,27,2,0.3505,5,8854.61,1,1
126,0,2,0.4867,2,41314.65,1,0
355,0,3,0.0969,1,2525.52,1,0
349,0,0,0.2506,4,46314.39,0,0
355,27,2,0.2048,2,18207.99,1,0
548,0,1,0.4943,3,9475.53,0,0
122,27,0,0.2382,7,25000.29,0,0
258,23,0,0.1519,4,4094.51,1,0
57,26,0,0.1915,1,14120.69,2,0
514,32,1,0.5841,3,2938.31,0,0
140,24,0,0.1422,4,3894.2,1,0
607,29,2,0.1101,0,2694.36,1,0
621,23,0,0.0641,1,2772.69,0,0
278,0,2,0.4747,6,1007.92,1,0
267,34,0,0.0633,1,124257.26,5,0
84,0,4,0.3094,2,1914.85,0,1
321,0,0,0.4106,2,28003.5,0,0
545,25,2,0.2063,5,1068.79,0,0
387,28,0,0.1671,9,4051.65,0,0
774,25,0,0.124,2,5273.01,0,0
235,0,4,0.2733,6,44643.03,0,0
234,25,1,0.2838,3,12054.33,0,1
148,0,0,0.3233,4,2237.84,2,0
1118,0,4,0.2403,1,6042.67,1,0
83,28,0,0.0103,2,33646.92,1,0
519,16,0,0.3036,7,28575.75,1,0
553,29,1,0.5325,4,3633.14,1,0
537,0,1,0.0441,4,1388.21,3,0
159,0,2,0.3516,2,3749.16,0,0
278,0,1,0.1283,1,18302.56,1,0
468,32,2,0.3859,3,986.11,0,0
191,28,2,0.0896,6,6581.48,0,0
248,28,3,0.081,3,1876.21,0,0
194,26,1,0.4992,5,4521.72,0,1
337,24,0,0.6151,5,14966.03,0,0
321,0,2,0.2372,4,7497.81,2,0
866,0,3,0.4985,4,18663.66,0,0
475,24,1,0.2864,5,35230.66,2,0
103,0,0,0.5099,4,712520.27,0,0
112,26,0,0.3437,2,24078.41,1,0
525,30,1,0.215,4,16685.34,0,1
318,30,0,0.0582,2,3690.88,0,0
1075,24,0,0.2042,3,23700.22,1,0
1074,36,0,0.149,2,52948.67,3,0
148,0,1,0.5955,2,3603.17,0,1
392,25,0,0.4282,2,4136.71,3,0
113,22,5,0.3673,2,3722.71,1,0
519,0,0,0.3756,4,1656.47,1,0
948,0,0,0.637,6,7949.92,0,0
353,0,3,0.1238,4,1607.48,0,0
228,0,0,0.1933,1,7192.37,2,0
421,0,0,0.1945,2,11894.37,1,1
594,0,1,0.0744,3,11376.02,0,0
596,30,3,0.1563,2,4469.72,0,0
230,26,0,0.206,0,1262.86,1,0
187,23,1,0.2002,5,34978.04,1,0
377,23,2,0.008,5,971.41,0,1
243,23,0,0.359,2,9330.1,0,0
716,33,1,0.2046,3,48185.19,1,0
240,19,1,0.3156,0,9046.42,0,1
335,20,0,0.3044,3,37584.72,2,0
413,27,1,0.0203,2,14939.87,0,0
86,23,0,0.4253,4,1522.24,1,1
201,28,2,0.3056,2,39098.26,0,0
1045,0,0,0.1921,3,3995.06,1,0
577,0,0,0.2848,2,4844.61,0,0
238,25,0,0.2279,5,18409.44,0,0
520,0,2,0.3508,4,2598.19,0,0
709,0,0,0.1158,3,25031.66,2,0
268,0,2,0.3639,4,13439.26,0,0
558,26,1,0.3607,5,59005.31,0,0
505,24,0,0.4643,4,32106.0,1,0
115,26,2,0.3622,1,6336.22,0,1
269,0,2,0.082,6,4916.38,0,0
881,26,3,0.6407,3,3367.34,1,0
1025,20,0,0.0253,7,6002.07,1,0
580,33,1,0.159,1,2745.61,2,0
195,14,2,0.7083,3,5591.53,0,1
30,0,3,0.4103,7,1775.22,1,0
174,26,1,0.3083,3,2517.23,0,0
100,0,0,0.0948,3,41819.1,1,0
924,24,2,0.4999,2,1622.39,2,0
55,24,3,0.2235,6,1459.28,1,1
118,27,0,0.4638,2,3391.95,1,1
371,0,2,0.4243,5,41711.1,1,0
317,28,1,0.3451,3,2619.42,1,0
853,32,5,0.6661,2,5597.36,0,0
484,20,1,0.3752,2,11348.09,1,0
284,0,1,0.2935,4,15222.25,0,0
725,21,1,0.2826,3,7098.19,1,0
232,0,2,0.5232,6,12898.22,1,0
899,0,2,0.3759,3,25709.01,1,0
154,28,0,0.2971,1,1723.98,0,1
308,18,2,0.3342,6,3570.05,0,0
37,0,0,0.2026,4,2951.27,0,0
601,34,0,0.3804,3,5191.97,2,0
356,28,1,0.2682,1,35877.67,1,0
900,25,0,0.2951,3,26023.69,1,0
261,26,1,0.3507,1,7305.85,1,0
85,21,1,0.347,4,21260.96,0,0
441,25,1,0.3205,1,102682.0,0,0
206,0,1,0.4833,4,1814.84,0,0
543,0,1,0.3126,3,3648.3,0,0
157,29,1,0.2154,1,5851.05,0,1
796,0,2,0.2495,3,12724.77,0,0
335,30,1,0.1941,4,15043.49,0,0
285,19,2,0.2866,0,2265.66,1,0
761,0,1,0.1898,2,10042.98,2,1
607,0,2,0.5137,0,22359.21,0,1
176,25,0,0.0257,3,1873.54,1,0
595,33,0,0.0882,4,9702.05,1,0
513,23,0,0.2999,6,3879.01,0,0
298,0,1,0.1905,2,1433.45,0,1
562,31,0,0.295,1,26310.64,0,0
794,0,0,0.2418,0,14171.41,1,1
304,24,0,0.1021,3,2757.51,0,0
305,0,1,0.2077,1,24333.22,1,0
293,0,0,0.1712,3,103142.78,0,0
170,29,0,0.1393,1,9200.75,0,1
302,0,3,0.195,1,1542.52,2,1
277,21,1,0.3978,1,5645.42,0,0
265,0,0,0.1486,3,789.9,0,0
261,0,1,0.2769,1,7015.79,0,1
117,0,0,0.2168,3,5110.02,3,0
648,37,2,0.3874,5,20706.68,3,0
200,20,1,0.3405,4,3954.32,3,1
824,0,2,0.3484,5,23728.96,0,0
142,16,0,0.2927,2,3101.09,3,1
949,23,0,0.4095,4,7024.07,1,0
242,28,1,0.3692,2,1498.76,0,0
600,21,2,0.3733,4,2248.75,0,0
353,24,1,0.513,2,20752.05,0,0
103,23,0,0.2141,3,29272.25,0,0
108,22,4,0.4365,2,3696.45,0,0
187,23,3,0.5147,5,15108.08,0,1
231,27,2,0.16,1,20654.22,1,1
312,0,1,0.4257,4,2249.82,1,0
411,25,0,0.075,2,13927.73,0,0
281,17,0,0.1906,3,8222.7,1,1
395,15,1,0.3882,2,12343.3,0,0
442,23,2,0.2726,3,7005.87,2,0
272,22,1,0.4603,2,628.31,2,0
508,18,2,0.4624,0,9903.45,2,0
588,23,1,0.2272,3,6640.18,0,0
450,28,0,0.4134,0,5435.47,2,0
469,21,1,0.5968,7,1129.55,1,0
370,24,1,0.2009,5,26938.2,1,0
687,0,2,0.2609,4,8508.81,0,0
317,29,0,0.2494,2,715.35,1,0
190,0,3,0.4158,4,41471.15,1,0
324,23,1,0.652,1,13516.98,1,1
104,18,1,0.3171,2,24485.39,1,1
93,18,2,0.5782,3,5675.7,1,0
590,0,1,0.3082,2,7976.12,0,0
832,25,0,0.1969,1,29071.97,0,0
248,0,3,0.1042,4,13659.74,0,0
594,29,0,0.3985,5,6864.88,0,0
48,0,1,0.4518,2,3768.43,1,1
451,36,3,0.5408,6,374.83,1,0
318,31,2,0.3163,1,24265.88,0,0
923,25,1,0.4831,3,25161.68,0,0
285,21,1,0.181,4,19846.49,1,0
132,0,1,0.1679,1,31893.69,1,1
80,27,4,0.1265,0,2665.87,0,1
324,0,0,0.1242,4,5352.13,1,0
369,28,3,0.3887,3,4579.46,3,0
272,29,0,0.0494,1,773.99,2,0
603,26,0,0.2575,1,3957.3,0,1
774,0,1,0.4645,6,9939.22,0,0
245,34,1,0.3889,3,28494.12,0,0
59,23,0,0.376,4,15109.32,1,0
397,0,1,0.1241,3,3809.77,0,0
696,21,0,0.4826,2,25550.48,1,0
246,0,0,0.1438,5,11712.45,1,0
469,0,0,0.2032,3,1143.79,1,0
124,29,1,0.3417,4,10423.46,1,0
390,0,2,0.0375,1,21560.99,3,0
475,0,2,0.1965,2,15951.07,0,0
398,25,1,0.0028,3,2054.2,3,1
1084,16,1,0.2839,4,2717.86,1,0
826,0,2,0.5018,5,101152.37,1,0
529,0,1,0.5802,4,2850.63,0,0
653,25,1,0.141,3,9058.59,3,0
388,26,2,0.2033,2,409.74,0,0
308,30,1,0.1629,1,40863.71,1,0
226,27,0,0.2562,5,21885.16,1,0
121,22,1,0.3223,1,67395.44,1,0
851,30,0,0.1667,4,2395.46,0,0
1111,22,2,0.3066,2,36638.25,0,0
330,0,0,0.0287,4,2431.77,1,0
334,0,1,0.6387,0,54456.92,0,1
488,0,1,0.1284,2,470.01,0,0
286,22,3,0.1682,3,29649.11,0,0
